english,pos,lang1_form,language,candidate_form,similarity,method,sentence_id,sentence_length
book,NN,ládamóluru,lang7,nṍdúrú,0.5,search,56,3
book,NN,ládamóluru,lang7,ngdórúmõ̀lú,0.5,search,80,5
book,NN,ládamóluru,lang7,nṍdúrú,0.5,search,80,5
book,NN,ládamóluru,lang7,nṍdúrú,0.5,search,111,5
book,NN,ládamóluru,lang7,údólúmṹmṹ,0.5263,search,111,5
to walk,VB,búlumu,lang7,lúúmṹròlú,0.5333,search,2,7
to walk,VB,búlumu,lang7,òvúúlúmṹmṹ,0.625,search,2,7
inference,NN,ínfereni,lang3,hére,0.5,search,112,9
inference,NN,ínfereni,lang3,íínferenĩ,0.9412,search,112,9
inference,NN,ínfereni,lang3,hére,0.5,search,112,9
inference,NN,ínfereni,lang3,nẽ́rílíverízí,0.5,search,112,9
inference,NN,ínfereni,lang3,líízéràverízí,0.4762,search,112,9
alternative,NN,nérili,lang3,Nĩ,0.5,search,112,9
alternative,NN,nérili,lang3,íínferenĩ,0.5333,search,112,9
alternative,NN,nérili,lang3,nẽ́rílíverízí,0.6667,search,112,9
hypothesis,NN,verizi,lang3,nẽ́rílíverízí,0.6667,search,112,9
hypothesis,NN,verizi,lang3,líízéràverízí,0.6316,search,112,9
null,JJ,lízéra,lang3,líízéràverízí,0.6316,search,112,9
UBC,NNP,Yúbuysuy,lang4,Yúúbúysúylú,0.8421,search,66,10
to struggle/to fight,VB,sárimi,lang2,ngérímíngàrímí,0.5,search,51,6
to struggle/to fight,VB,sárimi,lang2,ídémìmí,0.4615,search,51,6
to struggle/to fight,VB,sárimi,lang6,izarimĩmĩ,0.6667,search,26,7
to procrastinate,VB,lómamu,lang7,lómĩ́mĩ́mĩ,0.5714,search,87,7
late,JJ,nórulu,lang2,nérílí,0.5,search,7,6
late,JJ,nórulu,lang3,kómṹrúnṹ,0.5714,search,60,8
late,JJ,nórulu,lang3,kómṹrú,0.5,search,75,6
late,JJ,nórulu,lang4,ðbàrùlúlú,0.5333,search,81,4
late,JJ,nórulu,lang7,mṍgùhpórúmṹ,0.4706,search,39,8
late,JJ,nórulu,lang7,nṍrúlú,1.0,search,87,7
sin,NN,mózuma,lang3,tàzàlúmãã,0.5333,search,6,8
sin,NN,mózuma,lang3,úmã̀nã̀rúmã̀mṹ,0.4706,search,6,8
sin,NN,mózuma,lang3,úmã̀nã̀rúmã̀mṹ,0.4706,search,58,9
sin,NN,mózuma,lang3,úmã̀nã̀rúmã̀mṹ,0.4706,search,69,10
sin,NN,mózuma,lang3,úmã̀nã̀rúmã̀mṹ,0.4706,search,74,4
sin,NN,mózuma,lang3,úmã̀nã̀rúmã̀mṹ,0.4706,search,76,9
sin,NN,mózuma,lang3,Þàdàrúmõdrúmã̀go,0.4762,search,104,8
sin,NN,mózuma,lang3,fólúmṹ,0.5,search,104,8
sin,NN,mózuma,lang3,mã̀nã̀rúmã̀mṹ,0.5,search,104,8
sin,NN,mózuma,lang4,úmã̀nã̀rúmã̀mṹ,0.4706,search,37,8
sin,NN,mózuma,lang4,làmũ̀rúdórúmã,0.5556,search,106,5
sin,NN,mózuma,lang4,mã̀nã̀rúmã,0.5714,search,106,5
sin,NN,mózuma,lang5,mànàrudóruma,0.5556,search,18,3
sin,NN,mózuma,lang5,lúmura,0.5,search,19,6
sin,NN,mózuma,lang6,mãnãrumãmã,0.5,search,53,7
sin,NN,mózuma,lang7,nṍrúmṹ,0.5,search,63,7
sin,NN,mózuma,lang7,údórúmṹ,0.4615,search,63,7
sin,NN,mózuma,lang7,mõ̀nõ̀rú,0.5,search,64,6
sin,NN,mózuma,lang7,úmõ̀nõ̀rúmõ̀mṹ,0.4706,search,64,6
exam/quiz/test,NN,pírimi,lang3,íbérímĩ́mĩ,0.6667,search,102,10
exam/quiz/test,NN,pírimi,lang3,sérímĩ,0.6667,search,102,10
exam/quiz/test,NN,pírimi,lang3,ízàmĩ́mĩ,0.6154,search,102,10
exam/quiz/test,NN,pírimi,lang3,nẽ́rímĩ́lí,0.5714,search,115,7
exam/quiz/test,NN,pírimi,lang3,píírímĩ,0.9231,search,115,7
exam/quiz/test,NN,pírimi,lang4,ízàmĩ́nĩ,0.4615,search,40,8
exam/quiz/test,NN,pírimi,lang4,ízàmĩ́mĩ,0.6154,search,40,8
exam/quiz/test,NN,pírimi,lang6,dzérimĩnẽli,0.4706,search,55,4
exam/quiz/test,NN,pírimi,lang6,igérimĩmĩ,0.6667,search,55,4
exam/quiz/test,NN,pírimi,lang6,dzérimĩnẽli,0.4706,search,71,4
exam/quiz/test,NN,pírimi,lang6,igérimĩmĩ,0.6667,search,71,4
exam/quiz/test,NN,pírimi,lang6,nẽ́rimĩli,0.5714,search,112,6
exam/quiz/test,NN,pírimi,lang7,Píírímĩ,0.9231,search,92,3
exam/quiz/test,NN,pírimi,lang7,íngèmĩ́mĩ,0.5714,search,92,3
hard/difficult,JJ,nárugu,lang2,nàrúgúlú,0.8571,search,5,9
hard/difficult,JJ,nárugu,lang2,þàdéngàrú,0.5333,search,5,9
hard/difficult,JJ,nárugu,lang2,nàrúgú,1.0,search,90,5
hard/difficult,JJ,nárugu,lang2,hórúmúvàrúngúlú,0.4762,search,90,5
hard/difficult,JJ,nárugu,lang3,Làrúlú,0.6667,search,10,9
hard/difficult,JJ,nárugu,lang3,nã̀rúgúlú,0.8571,search,10,9
hard/difficult,JJ,nárugu,lang4,nã̀rúgú,1.0,search,44,6
hard/difficult,JJ,nárugu,lang4,Kùgùnũ,0.5,search,66,10
hard/difficult,JJ,nárugu,lang4,nã̀rúgúlú,0.8571,search,66,10
hard/difficult,JJ,nárugu,lang4,nã̀rúgú,1.0,search,69,6
hard/difficult,JJ,nárugu,lang5,xàngunu,0.4615,search,35,7
hard/difficult,JJ,nárugu,lang5,nàrugu,1.0,search,35,7
hard/difficult,JJ,nárugu,lang6,nãrugu,1.0,search,5,8
hard/difficult,JJ,nárugu,lang6,kénãrã,0.5,search,5,8
hard/difficult,JJ,nárugu,lang6,nãrugu,1.0,search,7,4
hard/difficult,JJ,nárugu,lang6,nãrugu,1.0,search,26,7
hard/difficult,JJ,nárugu,lang7,nõ̀rúgúlú,0.7143,search,92,3
to dream,VB,térami,lang3,nṍràmãã,0.4615,search,55,7
to dream,VB,térami,lang3,nẽ́rílí,0.5,search,55,7
photograph,NN,múrazama,lang4,úmṹṹràzàmṹgùmũ,0.6364,search,39,8
to take a picture,VB,múrazamu,lang6,Mṹranũsparazúradórumãgo,0.4516,search,29,4
to take a picture,VB,múrazamu,lang6,mṹranũzalumã,0.7,search,29,4
to take a picture,VB,múrazamu,lang6,azalumũzumũ,0.5263,search,29,4
joy,NN,fólumu,lang7,úfòlúmṹmṹ,0.8,search,81,8
joy,NN,fólumu,lang7,òórúmṹmṹ,0.5714,search,81,8
joy,NN,fólumu,lang7,hòdúmṹ,0.6667,search,107,6
joy,NN,fólumu,lang7,lúúmṹròlú,0.5333,search,107,6
joy,NN,fólumu,lang7,tóròlú,0.5,search,107,6
joy,NN,fólumu,lang7,úvòlúmṹmṹ,0.6667,search,107,6
joy,NN,fólumu,lang7,nõ̀ngòlúngù,0.5,search,108,6
joy,NN,fólumu,lang7,lúúmṹròlú,0.5333,search,108,6
joy,NN,fólumu,lang7,fórúmõ̀lú,0.7143,search,108,6
joy,NN,fólumu,lang7,úvòlúmṹmṹ,0.6667,search,108,6
great/grand,JJ,kálala,lang3,Kàlãã,0.9091,search,2,7
great/grand,JJ,kálala,lang4,kàlàqgà,0.7692,search,64,7
great/grand,JJ,kálala,lang4,kàlàlàqgà,0.8,search,88,7
great/grand,JJ,kálala,lang6,qalalã,0.8333,search,17,7
great/grand,JJ,kálala,lang6,Kalalã,1.0,search,27,6
great/grand,JJ,kálala,lang6,Kalã,0.8,search,37,7
great/grand,JJ,kálala,lang6,qalalã,0.8333,search,61,7
great/grand,JJ,kálala,lang6,qalalã,0.8333,search,106,7
great/grand,JJ,kálala,lang6,lagã,0.6,search,106,7
to graduate/to master,VB,sérimidérimi,lang2,ínérímímí,0.6667,search,113,5
to graduate/to master,VB,sérimidérimi,lang2,íhérímídérímíqgìmì,0.7333,search,113,5
to graduate/to master,VB,sérimidérimi,lang3,ínẽ́rímĩ́mĩ,0.6667,search,54,5
to graduate/to master,VB,sérimidérimi,lang3,ízérímĩ́dérímĩ́gemẽ,0.7586,search,54,5
to graduate/to master,VB,sérimidérimi,lang3,ízérímĩ́dérímĩ́mĩ,0.8148,search,101,8
to graduate/to master,VB,sérimidérimi,lang3,tàzérenĩ́rí,0.4545,search,101,8
to graduate/to master,VB,sérimidérimi,lang3,íbàrímĩ́mĩ,0.5714,search,101,8
to graduate/to master,VB,sérimidérimi,lang3,ízérímĩ́dérímĩ́mĩ́lí,0.7586,search,106,7
to graduate/to master,VB,sérimidérimi,lang3,ívíírímĩ́mĩ,0.5455,search,106,7
to graduate/to master,VB,sérimidérimi,lang3,ívézímĩ́mĩ,0.5714,search,106,7
to graduate/to master,VB,sérimidérimi,lang4,íqgélímĩ́mĩ,0.5455,search,13,6
to graduate/to master,VB,sérimidérimi,lang4,ízérímĩ́dérímĩ́mĩ,0.8148,search,13,6
to graduate/to master,VB,sérimidérimi,lang4,ínẽ́rímĩ́mĩ,0.6667,search,65,5
to graduate/to master,VB,sérimidérimi,lang4,ízérímĩ́dérímĩ́qgìmĩ,0.7333,search,65,5
to graduate/to master,VB,sérimidérimi,lang4,ízérímĩ́dérímĩ́mĩ,0.8148,search,84,3
to graduate/to master,VB,sérimidérimi,lang5,ingérimidérimi,0.8462,search,5,6
to graduate/to master,VB,sérimidérimi,lang5,ingérimidérimimili,0.7333,search,53,5
to graduate/to master,VB,sérimidérimi,lang5,ingàmimi,0.5,search,53,5
to graduate/to master,VB,sérimidérimi,lang6,idérimĩdérimĩmĩ,0.8148,search,5,8
to graduate/to master,VB,sérimidérimi,lang6,imẽ́rimĩgemẽ,0.6087,search,5,8
to graduate/to master,VB,sérimidérimi,lang6,nẽ́rimĩnẽdérimĩdérimĩgemẽ,0.6111,search,47,8
to graduate/to master,VB,sérimidérimi,lang6,izérimĩdérimĩmĩ,0.8148,search,73,3
to graduate/to master,VB,sérimidérimi,lang6,idérimĩdérimĩmẽ,0.8148,search,81,3
to graduate/to master,VB,sérimidérimi,lang7,íngérímĩ́dérímĩ́mĩ́lí,0.7333,search,89,7
to graduate/to master,VB,sérimidérimi,lang7,ívíírímĩ́mĩ,0.5455,search,89,7
to graduate/to master,VB,sérimidérimi,lang7,ívéngímĩ́mĩ,0.5455,search,89,7
to clean,VB,kázumudarumu,lang2,þàdórànàrúmàgùùg,0.5,search,68,5
to clean,VB,kázumudarumu,lang2,úgàngúmúdàrúmúnù,0.7143,search,68,5
to clean,VB,kázumudarumu,lang3,úgàzúmṹdàrúmṹmṹ,0.8148,search,40,3
to clean,VB,kázumudarumu,lang3,tàzúúràgúúràgook,0.5,search,42,6
to clean,VB,kázumudarumu,lang3,þàdrúmã̀drúmã̀go,0.5385,search,42,6
to clean,VB,kázumudarumu,lang3,mṍzúmṹlú,0.5,search,42,6
to clean,VB,kázumudarumu,lang3,kórúmṹ,0.5556,search,42,6
to clean,VB,kázumudarumu,lang3,úgàzúmṹdàrúmṹzúzúmṹ,0.7097,search,42,6
to clean,VB,kázumudarumu,lang4,Mṍgùspórúmṹ,0.5217,search,88,7
to clean,VB,kázumudarumu,lang4,pànṹrúnṹ,0.5,search,88,7
to clean,VB,kázumudarumu,lang4,kàzúmṹlú,0.7,search,88,7
to clean,VB,kázumudarumu,lang5,ugàngumudàrumumu,0.7143,search,73,4
to clean,VB,kázumudarumu,lang7,úgòngúmṹdòrúmṹmũ,0.5714,search,27,6
to clean,VB,kázumudarumu,lang7,úgòngúmṹdòrúmṹmṹ,0.5714,search,56,3
to reach,VB,lóradárumu,lang2,úlóràdàrúmúmú,0.8696,search,41,6
to reach,VB,lóradárumu,lang2,Fàlúrúnàdórúmàgùùg,0.5714,search,55,6
to reach,VB,lóradárumu,lang2,lóràdàgà,0.6667,search,55,6
to reach,VB,lóradárumu,lang2,nódúrú,0.5,search,55,6
to reach,VB,lóradárumu,lang2,úlóràdàrúmúmú,0.8696,search,55,6
to reach,VB,lóradárumu,lang3,tàħórúmṹ,0.5556,search,63,8
to reach,VB,lóradárumu,lang3,úlóràdàrúmṹmṹ,0.8696,search,63,8
to hear,VB,bárimi,lang2,íàràmàngímí,0.5882,search,45,5
to hear,VB,bárimi,lang7,nẽ́rílí,0.5,search,25,5
to hear,VB,bárimi,lang7,nggérímĩ,0.5714,search,25,5
bat,NN,tórumobálara,lang2,tórúmùbàlúrúgù,0.6923,search,99,6
stadium,NN,fúramuspára,lang5,fúràmuhpàrànu,0.8333,search,68,5
stadium,NN,fúramuspára,lang6,fúramũsparanũ,0.9167,search,108,7
theatre,NN,tóraluspára,lang3,Kàlãã,0.5,search,2,7
theatre,NN,tóraluspára,lang3,tràlúspàrànṹ,0.8696,search,2,7
theatre,NN,tóraluspára,lang3,tràlúspàràlú,0.8696,search,37,5
theatre,NN,tóraluspára,lang3,tràlúspíírànṹ,0.75,search,114,5
theatre,NN,tóraluspára,lang7,tóròlúhpòròlú,0.5833,search,111,5
actor,NN,tóralunáruma,lang2,tóràlúnàrúmàgà,0.9231,search,1,6
actor,NN,tóralunáruma,lang2,nàrúmànàrúmàlú,0.6154,search,1,6
actor,NN,tóralunáruma,lang2,Tóràlúnàrúmàgùùg,0.8571,search,80,4
actor,NN,tóralunáruma,lang7,tóròlúnṹ,0.7,search,40,5
actor,NN,tóralunáruma,lang7,tóròlúnõ̀rúmõ̀ngò,0.6667,search,40,5
actor,NN,tóralunáruma,lang7,Tóròlúgórúòmõ̀gòòg,0.5517,search,98,6
actor,NN,tóralunáruma,lang7,tóròlúnõ̀rúmõ̀ngò,0.6667,search,98,6
actor,NN,tóralunáruma,lang7,tóròlúlòdòmṍlúrú,0.5,search,98,6
actor,NN,tóralunáruma,lang7,hólúnṹ,0.5556,search,98,6
popcorn,NN,máyspánomu,lang3,mã̀yspànõmṹ,1.0,search,66,5
script,NN,tóraluládamóluru,lang3,tràlúlàdàmṍlúrúlí,0.9091,search,13,7
script,NN,tóraluládamóluru,lang3,tàvóvúmã̀lú,0.4615,search,13,7
script,NN,tóraluládamóluru,lang5,ngdórumàdórumàgo,0.5,search,5,6
script,NN,tóraluládamóluru,lang7,Tóròlúgórúòmõ̀gòòg,0.4848,search,98,6
script,NN,tóraluládamóluru,lang7,tóròlúnõ̀rúmõ̀ngò,0.5161,search,98,6
script,NN,tóraluládamóluru,lang7,tóròlúlòdòmṍlúrú,0.8125,search,98,6
black-and-white,JJ,bóħrunuvárumulu,lang7,ngbóħrúnṹvòrúmṹlú,0.875,search,106,6
black-and-white,JJ,bóħrunuvárumulu,lang7,xórúmũ,0.4762,search,106,6
cave,NN,milinezeħris,lang4,ímĩ́línĩ̀zìħríslí,0.7407,search,3,4
cave,NN,milinezeħris,lang6,mĩlinẽzeħrisnĩ,0.9231,search,64,5
cave,NN,milinezeħris,lang6,mĩlinẽzeħrisnĩ,0.9231,search,66,5
cave,NN,milinezeħris,lang7,mĩ́línĩ̀ngìħríhnĩ,0.5926,search,43,5
hummingbird,NN,píbi,lang3,Pííbíbííbíge,0.5,search,80,6
weather,NN,félirivérizi,lang6,kélirivérizi,0.9167,search,91,8
weather,NN,félirivérizi,lang6,qírimĩgírimĩ,0.5,search,91,8
feather,NN,mìli,lang6,mẽlimẽli,0.6667,search,4,5
to return,VB,mérimi,lang6,nẽ́rivarinĩ,0.5,search,20,7
to return,VB,mérimi,lang6,amẽ́rimĩ,0.9231,search,20,7
to return,VB,mérimi,lang6,ilímĩrimĩ,0.6667,search,20,7
muse,NN,véramidágeri,lang3,àvérímã̀mĩ,0.5714,search,16,9
muse,NN,véramidágeri,lang6,kérimĩli,0.5,search,84,7
muse,NN,véramidágeri,lang7,íngérèdímĩ,0.4545,search,99,3
far,RB,pélani,lang2,Pìrélìqgì,0.5333,search,18,6
far,RB,pélani,lang2,pélàní,1.0,search,18,6
far,RB,pélani,lang5,Poéle,0.5455,search,117,8
far,RB,pélani,lang5,pélàni,1.0,search,117,8
far,RB,pélani,lang7,hélírú,0.5,search,35,8
far,RB,pélani,lang7,pélènĩ,0.8333,search,35,8
son,NN,nùmi,lang2,únàrúmúmú,0.4615,search,48,6
son,NN,nùmi,lang2,Áímí,0.5,search,68,5
son,NN,nùmi,lang2,únàrúmú,0.5455,search,84,5
son,NN,nùmi,lang2,Nílú,0.5,search,105,5
son,NN,nùmi,lang2,únàrúmúmú,0.4615,search,105,5
son,NN,nùmi,lang3,nĩ́lí,0.5,search,69,10
son,NN,nùmi,lang4,nĩ,0.6667,search,22,5
son,NN,nùmi,lang5,ingàmimi,0.5,search,42,5
son,NN,nùmi,lang5,núma,0.75,search,50,4
son,NN,nùmi,lang5,Nie,0.5714,search,66,5
son,NN,nùmi,lang6,Nẽ́rimĩge,0.5,search,57,6
son,NN,nùmi,lang6,nĩ́mã,0.5,search,60,5
son,NN,nùmi,lang7,nõ̀rúmõ̀gù,0.5,search,45,6
iron/metal,NN,tézimi,lang4,tézímĩ́lí,0.8571,search,8,4
iron/metal,NN,tézimi,lang5,téngimili,0.6667,search,52,6
iron/metal,NN,tézimi,lang5,téngimili,0.6667,search,57,5
iron/metal,NN,tézimi,lang6,tézimĩli,0.8571,search,15,5
iron/metal,NN,tézimi,lang6,tézimĩ,1.0,search,15,5
seed,NN,vónu,lang2,vvónúvónú,0.6154,search,24,6
seed,NN,vónu,lang2,kóvúnúnú,0.5,search,24,6
weapon,NN,tórumodógoru,lang6,ulórumũmũ,0.4762,search,74,4
cloth,NN,lúmuraluréza,lang3,mã̀làlúnṹlú,0.4545,search,59,8
cloth,NN,lúmuraluréza,lang3,mṹṹrànṹrézãã,0.75,search,59,8
cloth,NN,lúmuraluréza,lang3,þàdólúmṹnṹnṹlú,0.4615,search,59,8
cloth,NN,lúmuraluréza,lang3,þàdrúmã̀drúmã̀lú,0.4615,search,59,8
map,NN,mágedéreni,lang6,mãgedérenĩ,1.0,search,98,6
theory,NN,véramizélima,lang7,vvérèmĩ́ngélímẽ̀ngè,0.6207,search,106,6
success,NN,dárumuvólumu,lang4,ðdàrúmṹvólúmṹ,0.96,search,68,7
one,CARD,sé,lang2,shénù,0.5714,search,36,6
one,CARD,sé,lang4,Shénĩ,0.5714,search,13,6
two,CARD,po,lang5,Poéle,0.5714,search,117,8
four,CARD,vóru,lang7,ngúúròvórúnṹ,0.5,search,20,6
four,CARD,vóru,lang7,vvónṹvónṹ,0.4615,search,113,7
four,CARD,vóru,lang7,údórúmũ̀mṹ,0.4615,search,113,7
six,CARD,kóru,lang5,kóvànulu,0.5,search,4,6
six,CARD,kóru,lang5,udórumomu,0.4615,search,30,5
six,CARD,kóru,lang7,údórúmũ̀mṹ,0.4615,search,113,7
nine,CARD,níza,lang6,Lúnã,0.5,search,81,3
sixteen,CARD,shís,lang6,Shís,1.0,search,108,7
nineteen,CARD,lúna,lang5,Lúna,1.0,search,40,7
bright/shining,JJ,glízali,lang3,sélímĩ,0.4615,search,18,9
bright/shining,JJ,glízali,lang3,ízàmĩ́mĩ,0.5714,search,18,9
bright/shining,JJ,glízali,lang4,mĩ́lí,0.5455,search,55,4
bright/shining,JJ,glízali,lang4,ízéràlímĩ,0.625,search,55,4
bright/shining,JJ,glízali,lang4,ðglíízàlí,0.875,search,88,7
bright/shining,JJ,glízali,lang4,ízàmĩ́mĩ,0.5714,search,88,7
bright/shining,JJ,glízali,lang5,límeri,0.4615,search,29,8
bright/shining,JJ,glízali,lang5,àgérimàlàngimi,0.4762,search,50,4
bright/shining,JJ,glízali,lang6,Lízire,0.6154,search,84,7
bright/shining,JJ,glízali,lang6,þaglízali,0.875,search,87,6
bright/shining,JJ,glízali,lang6,izamĩgemẽ,0.5,search,87,6
loud,JJ,bárimili,lang2,ídàrímíngúmí,0.6,search,64,8
loud,JJ,bárimili,lang4,ídàrímĩ́zúmĩ,0.6316,search,97,3
heavy,JJ,kárunulu,lang2,ħħàrúmúshkù,0.5263,search,28,6
heavy,JJ,kárunulu,lang2,kàrúnúlú,1.0,search,28,6
heavy,JJ,kárunulu,lang2,úlóngúmú,0.5,search,28,6
heavy,JJ,kárunulu,lang6,karunũlu,1.0,search,36,7
hot,JJ,xázunulu,lang4,ígàzúmṹdàrúmṹ,0.4762,search,39,8
hot,JJ,xázunulu,lang4,dzàngúrú,0.5,search,39,8
hot,JJ,xázunulu,lang4,úmṹṹràzàmṹgùmũ,0.4545,search,39,8
brave,JJ,mózunolu,lang6,mṍzunõlu,1.0,search,108,7
wise,JJ,zárumulu,lang2,kùgùnùvàrúngúlú,0.5217,search,83,8
wise,JJ,zárumulu,lang2,úbàlúmúnùmú,0.5263,search,83,8
wise,JJ,zárumulu,lang5,Kogonovàrungulu,0.5217,search,71,6
wise,JJ,zárumulu,lang5,Kogonovàrungulu,0.5217,search,100,5
wise,JJ,zárumulu,lang6,Kogonõvaruzulu,0.5455,search,32,6
wise,JJ,zárumulu,lang6,Kogonõvaruzulu,0.5455,search,60,5
slowly,RB,nólumulu,lang3,xàzúnṹlú,0.5,search,11,7
slowly,RB,nólumulu,lang3,nṍlúmṹlú,1.0,search,11,7
slowly,RB,nólumulu,lang3,xàzúnṹlú,0.5,search,49,7
slowly,RB,nólumulu,lang3,nṍlúmṹlú,1.0,search,49,7
tall/high,JJ,vóvumalu,lang2,úlóngúmú,0.5,search,28,6
tall/high,JJ,vóvumalu,lang3,tàvóvúmã̀lú,0.8889,search,13,7
short/low,JJ,márugulu,lang2,húúmúràlú,0.4706,search,74,7
short/low,JJ,márugulu,lang2,þàbórùmúmú,0.5556,search,74,7
short/low,JJ,márugulu,lang3,xàzúnṹlú,0.625,search,11,7
short/low,JJ,márugulu,lang3,nṍlúmṹlú,0.5,search,11,7
short/low,JJ,márugulu,lang3,Þàbóhrúnṹ,0.4706,search,30,7
short/low,JJ,márugulu,lang3,hàrúmã̀go,0.5,search,30,7
short/low,JJ,márugulu,lang3,àbóromṹmṹ,0.4706,search,30,7
short/low,JJ,márugulu,lang3,xàzúnṹlú,0.625,search,49,7
short/low,JJ,márugulu,lang3,nṍlúmṹlú,0.5,search,49,7
short/low,JJ,márugulu,lang3,Þàdrúmṹgo,0.4706,search,88,5
short/low,JJ,márugulu,lang3,kóràmṹdógorúnṹ,0.4545,search,88,5
short/low,JJ,márugulu,lang4,lúúmṹràlú,0.4706,search,79,6
short/low,JJ,márugulu,lang5,ulóràdàrumumu,0.4762,search,28,4
short/low,JJ,márugulu,lang5,màngumugo,0.5882,search,91,6
short/low,JJ,márugulu,lang5,ulóràdàrumumu,0.4762,search,102,4
short/low,JJ,márugulu,lang5,bvànuguvànu,0.5263,search,114,5
short/low,JJ,márugulu,lang5,dngàrunu,0.5,search,114,5
short/low,JJ,márugulu,lang6,þagórumãlu,0.5556,search,91,8
short/low,JJ,márugulu,lang6,dzarunũ,0.5333,search,104,9
short/low,JJ,márugulu,lang6,fúdurulu,0.5,search,104,9
short/low,JJ,márugulu,lang7,lúúmṹròlú,0.4706,search,26,5
short/low,JJ,márugulu,lang7,lúúmṹròlú,0.4706,search,108,6
short/low,JJ,márugulu,lang7,fórúmõ̀lú,0.5,search,108,6
dry,JJ,xóronuzámushlu,lang6,kóvanũlu,0.4545,search,102,6
ancient,JJ,zúravórunulu,lang7,ngúúròvórúnṹ,0.6667,search,20,6
hard,JJ,tézimili,lang4,nĩ́lí,0.5,search,66,10
hard,JJ,tézimili,lang4,tràgímĩ,0.5333,search,66,10
hard,JJ,tézimili,lang4,téràmĩ,0.5714,search,66,10
hard,JJ,tézimili,lang4,ízéràlímĩ,0.4706,search,66,10
strong,JJ,zérimili,lang5,dngérimili,0.7778,search,95,6
late,JJ,nérimili,lang2,Níì,0.5455,search,7,6
late,JJ,nérimili,lang2,nérílí,0.8571,search,7,6
late,JJ,nérimili,lang2,térìní,0.5714,search,7,6
late,JJ,nérimili,lang2,íqgérímímí,0.6667,search,7,6
late,JJ,nérimili,lang3,ígérímĩ́zízímĩ,0.5714,search,22,4
late,JJ,nérimili,lang3,ígérímĩ́mĩ,0.7059,search,60,8
late,JJ,nérimili,lang3,ízérímĩ́mĩ,0.7059,search,60,8
late,JJ,nérimili,lang3,ígérímĩ́mĩ,0.7059,search,65,4
late,JJ,nérimili,lang3,ígérímĩ́lí,0.8235,search,75,6
late,JJ,nérimili,lang4,kérídàrímĩ,0.5556,search,6,6
late,JJ,nérimili,lang4,íqgérímĩ́zízímĩ,0.5455,search,6,6
late,JJ,nérimili,lang7,hélírílí,0.625,search,39,8
late,JJ,nérimili,lang7,hèmĩ́mĩ,0.5714,search,39,8
late,JJ,nérimili,lang7,Áímĩ́gì,0.5714,search,39,8
late,JJ,nérimili,lang7,mẽ̀rèlí,0.5714,search,39,8
late,JJ,nérimili,lang7,ígérímĩ́gìmĩ,0.6316,search,39,8
late,JJ,nérimili,lang7,lómĩ́mĩ́mĩ,0.5,search,87,7
late,JJ,nérimili,lang7,vvérìnĩ,0.5333,search,87,7
late,JJ,nérimili,lang7,íngèmĩ́mĩ,0.625,search,87,7
lucky,JJ,sélimili,lang2,Sélímílí,1.0,search,24,6
lucky,JJ,sélimili,lang2,íqgélímímí,0.6667,search,24,6
honest,JJ,xélirili,lang6,Xélirili,1.0,search,36,7
honest,JJ,xélirili,lang6,kélirinãvélirinã,0.5833,search,36,7
honest,JJ,xélirili,lang6,ivérimãmĩ,0.4706,search,36,7
hungry,JJ,zálumavázumu,lang5,màyhpànomu,0.4545,search,94,7
hungry,JJ,zálumavázumu,lang5,ungàlumu,0.5,search,94,7
earth/soil/dirt:,NN,dága,lang2,þàdàqgàqngà,0.5333,search,15,6
earth/soil/dirt:,NN,dága,lang2,þàdàqgàqngà,0.5333,search,50,9
earth/soil/dirt:,NN,dága,lang2,þàdàqgàqngà,0.5333,search,66,7
earth/soil/dirt:,NN,dága,lang4,ðdàqgàqgà,0.6154,search,25,6
earth/soil/dirt:,NN,dága,lang4,ðdàgànṹ,0.7273,search,63,5
earth/soil/dirt:,NN,dága,lang4,nĩ́ĩ́mã̀qgà,0.5,search,63,5
earth/soil/dirt:,NN,dága,lang4,ðdàgànṹ,0.7273,search,104,6
earth/soil/dirt:,NN,dága,lang4,nĩ́ĩ́mã̀qgà,0.5,search,104,6
earth/soil/dirt:,NN,dága,lang5,ngdàqgàqgà,0.5714,search,54,5
